PDB,KD1,KD2,Initials,Notes
6zlh,1135.3,689.9,LL,"Kd1: int 1-3, Kd2: int 4-5"
4rhu,na,na,LL,
2wfw,na,na,LL,
5ebv,754.6,1944.6,LL,"Kd1: int 2, Kd2: int 1"
2gl0,1826.9,754.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
4uyh,na,na,LL,
6l8a,na,na,LL,
2jen,na,na,LL,
1pi2,369.8,468,LL,"Kd1: int 2, Kd2: int 1"
1qax,na,na,LL,
1sg3,575.9,1307.1,LL,"Kd1: int 2-3, Kd2: int 1"
7m8v,na,na,LL,
6uxg,1312.7,425.4,LL,"Kd1: int 1-3, Kd2: int 6-7"
6iwr,na,na,LL,
1bux,729.1,632.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
2d5l,na,na,LL,
2jlm,na,na,LL,
3oiv,na,na,LL,
4b3k,457.5,707.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
2dyu,417.5,4286.5,LL,"Kd1: int 2-3, Kd2: int 1"
2v7x,1589.2,586.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
5ly4,na,na,LL,PDBePISA could not find
3l8y,na,na,LL,
1iye,554.8,2548.1,LL,"Kd1: int 3-5, Kd2: int 1-2"
3pon,na,na,LL,
3msy,na,na,LL,
5kko,na,na,LL,
3nwg,678,417.4,LL,"Kd1: int 1, Kd2: int 2"
2z1c,na,na,LL,
4jad,418.8,6107.1,LL,"Kd1: int 3-4, Kd2: int 1"
3sl1,961.3,264.7,LL,"Kd1: int 1, Kd2: int 3"
3mc4,na,na,LL,
4uxg,na,na,LL,
3n7z,600.7,1511.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
2a2o,na,na,LL,
1aup,608.3,1236.6,LL,"Kd1: int 2, Kd2: int 1"
1bil,610.7,730.2,LL,"Kd1: int 4-5, Kd2: int 1"
4jns,na,na,LL,PDBePISA could not find
2qkx,1053,485.9,LL,"Kd1: int 1, Kd2: int 2"
7bwy,na,na,LL,
6icp,1082.6,424,LL,"Kd1: int 1-3, Kd2: int 5-6"
3unp,1006.1,445.7,LL,"Kd1: int 1, Kd2: int 2"
4ymd,na,na,LL,
3t4f,na,na,LL,
3gf0,na,na,LL,too geared
3ulg,479.6,246.6,LL,"Kd1: int 1-2, Kd2: int 3"
2jhw,na,na,LL,
1x2g,na,na,LL,
5fb3,na,na,LL,
3hjj,1227.1,645.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
5h45,na,na,LL,
6qzt,na,na,LL,
6icq,1064.2,424.2,LL,"Kd1: int 1-3, Kd2: int 5-6"
5a4u,na,na,LL,
1cd5,516.7,477.9,LL,"Kd1: int 1, Kd2: int 2"
1qay,na,na,LL,
6thq,715.1,2529.4,LL,"Kd1: int 3-5, Kd2: int 1-2"
1p35,na,na,LL,
2o09,na,na,LL,
6b2o,na,na,LL,
3p85,1096.5,526,LL,"Kd1: int 1, Kd2: int 2"
6om8,na,na,LL,
4d2e,na,na,LL,
2uwc,841,579.7,LL,"Kd1: int 1-2, Kd2: int 3"
4blq,na,na,LL,
4mt0,na,na,LL,
7lnq,296.7,562.8,LL,"Kd1: int 2, Kd2: int 1"
4im8,831.1,434.1,LL,"Kd1: int 1, Kd2: int 3"
5ile,na,na,LL,
1lvo,na,na,LL,
4phw,na,na,LL,
4goa,4882.8,745.1,LL,"Kd1: int 1, Kd2: int 2"
1s57,na,na,LL,
6yc7,na,na,LL,
3km3,1324.6,475.3,LL,"Kd1: int 1-2, Kd2: int 3"
3no1,na,na,LL,
4uw8,na,na,LL,
5o4i,na,na,LL,
1yqu,804.4,398,LL,"Kd1: int 1-3, Kd2: int 5-6"
5b2z,na,na,LL,
5sz9,597.6,944.7,LL,"Kd1: int 2-3, Kd2: int 1"
6v54,473.7,301.7,LL,"Kd1: int 1, Kd2: int 4"
3sl0,952.2,255.9,LL,"Kd1: int 1, Kd2: int 3"
4xcx,na,na,LL,
6slk,na,na,LL,
6qzq,na,na,LL,
6ick,1049.7,429.7,LL,"Kd1: int 1-3, Kd2: int 5-6"
3i3s,na,na,LL,
3mae,na,na,LL,
1t8s,na,na,LL,
4eno,439.3,884,LL,"Kd1: int 3-4, Kd2: int 1"
2c5b,1582.9,601.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
4grh,563.7,1002.2,LL,"Kd1: int 2, Kd2: int 1"
3ekm,na,na,LL,
6r5m,na,na,LL,
4nto,na,na,LL,
2f1v,na,na,LL,
4dlz,na,na,LL,
3cyn,391.8,356.3,LL,"Kd1: int 6-8, Kd2: int 9-10"
4tyd,383.4,307.6,LL,"Kd1: int 17,20,24-27, Kd2: int 30-33"
5i4t,na,na,LL,
5o4q,na,na,LL,
5tod,na,na,LL,
3r1k,715.8,1894,LL,"Kd1: int 2, Kd2: int 1"
1nye,na,na,LL,
5go1,450.5,656.4,LL,"Kd1: int 2, Kd2: int 1"
5yh1,1218.9,575.6,LL,"Kd1: int 1, Kd2: int 3"
3no4,na,na,LL,
4k6o,na,na,LL,
3gad,na,na,LL,
6f79,na,na,LL,
2b94,na,na,LL,
7neb,643.8,2115.3,LL,"Kd1: int 2, Kd2: int 1"
2g1y,646.2,1055.5,LL,"Kd1: int 2-3, Kd2: int 1"
2zo9,na,na,LL,
3ejx,na,na,LL,
3wfo,na,na,LL,
1hrn,623.2,724.1,LL,"Kd1: int 2-3, Kd2: int 1"
4hw0,na,na,LL,
1mkz,837.9,505.3,LL,"Kd1: int 1-2, Kd2: int 3"
3wit,1112.4,294.9,LL,"Kd1: int 1, Kd2: int 2"
3ze3,na,na,LL,
6zip,na,na,LL,
6vv1,na,na,LL,
1ym8,na,na,LL,
3irs,852.5,642.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
4anc,528.9,593,LL,"Kd1: int 2, Kd2: int 1"
5duo,na,na,LL,
1svl,na,na,LL,
6x1l,na,na,LL,
6ico,1106.7,435.8,LL,"Kd1: int 1-3, Kd2: int 5-6"
4a9f,na,na,LL,
3r9l,401.3,559.1,LL,"Kd1: int 2, Kd2: int 1"
4jnr,na,na,LL,PDBePISA could not find
6zu0,365.6,5841.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
5i2m,na,na,LL,
6aty,185.7,298.7,LL,"Kd1: int 3, Kd2: int 1"
1fst,na,na,LL,
1w2t,na,na,LL,
1yf9,608.6,415.5,LL,"Kd1: int 2-4, Kd2: int 5-6"
1i2d,na,na,LL,
5hfn,na,na,LL,
5xgd,450.5,3907.4,LL,"Kd1: int 4, Kd2: int 1"
5mfl,na,na,LL,
6z28,na,na,LL,
3idf,na,na,LL,
2zf5,na,na,LL,
3st8,2122.8,452,LL,"Kd1: int 1, Kd2: int 3"
3d03,254.6,2684.1,LL,"Kd1: int 9-14, Kd2: int 1-3"
3slg,429.1,1650.5,LL,"Kd1: int 4-9, Kd2: int 1-3"
5cev,na,na,LL,
2fmn,na,na,LL,
6okv,na,na,LL,
6icn,1120.5,435.6,LL,"Kd1: int 1-3, Kd2: int 5-6"
5o0u,152.2,425.5,LL,"Kd1: int 4, Kd2: int 1"
3aiq,489.4,934.9,LL,"Kd1: int 4, Kd2: int 1"
1vkm,1178,609.9,LL,"Kd1: int 1-6, Kd2: it 7-9"
5mab,na,na,LL,
2p7q,na,na,LL,
5iv0,779.7,1948.5,LL,"Kd1: int 2, Kd2: int 1"
7bq9,476,301.1,LL,"Kd1: int 2-3, Kd2: int 4"
3ur0,425,1230.4,LL,"Kd1: int 5-7, Kd2: int 1-2"
2o0g,646.7,397.3,LL,"Kd1: int 2-3, Kd2: int 6"
1zsz,225.2,590.1,LL,"Kd1: int 4-5,7, Kd2: int 1-2"
6k76,na,na,LL,
2cmz,na,na,LL,PDBePISA could not find
6znt,na,na,LL,
1fwy,905.9,309.8,LL,"Kd1: int 1-2, Kd2: int 8"
6ohl,404.2,512.6,LL,"Kd1: int 2, Kd2: int 1"
4twb,na,na,LL,
6q4l,na,na,LL,
5mrm,209.1,1716.7,LL,"Kd1: int 5, Kd2: int 1"
2xf6,na,na,LL,
6t7e,na,na,LL,
4dlx,na,na,LL,
5p8w,na,na,LL,
4mp4,na,na,LL,
6t76,na,na,LL,
4bpd,na,na,LL,
4dxt,1210.9,400.7,LL,"Kd1: int 1, Kd2: int 3"
4q1n,na,na,LL,
6p4x,na,na,LL,
3lo5,na,na,LL,
7ker,na,na,LL,
6fhv,1064.8,614.3,LL,"Kd1: int 1, Kd2: int 2"
2oeb,na,na,LL,
5t69,na,na,LL,
3wch,na,na,LL,
6x10,802.2,1957.4,LL,"Kd1: int 2, Kd2: int 1"
1knc,na,na,LL,
2i4q,665.9,1079,LL,"Kd1: int 2-3, Kd2: int 1"
3mmr,959.9,258.2,LL,"Kd1: int 1, Kd2: int 3"
3g9r,na,na,LL,
2r79,515.6,725.8,LL,"Kd1: int 2, Kd2: int 1"
2f15,358.6,421.3,LL,"Kd1: int 3, Kd2: int 1"
2fs4,590.8,759.5,LL,"Kd1: int 2,4, Kd2: int 1"
6oqm,584.7,348,LL,"Kd1: int 1, Kd2: int 3"
3upf,463.7,1159.7,LL,"Kd1: int 6-8, Kd2: int 1-2"
3iru,na,na,LL,
4k57,289.6,2916.2,LL,"Kd1: int 4-5, Kd2: int 1"
4xpj,na,na,LL,
4r7w,733.8,2482.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
6tfd,2347.4,473.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
2w3n,na,na,LL,
3li6,na,na,LL,
2r7m,na,na,LL,
4jag,438.3,6070.2,LL,"Kd1: int 3-4, Kd2: int 1"
2fli,523.7,947.3,LL,"Kd1: int 9-13, 15-16, Kd2: int 1,4-5"
6tfo,2343.9,472,LL,"Kd1: int 1-3, Kd2: int 4-5"
3a11,na,na,LL,
4ak1,149.4,1278.6,LL,"Kd1: int 6, Kd2: int 1"
1ojh,na,na,LL,
1y5e,813.3,528.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
6h6c,422.9,611.9,LL,"Kd1: int 4, Kd2: int 1"
3f51,na,na,LL,
6fc7,na,na,LL,
4kjs,1152.9,494.1,LL,"Kd1: int 1-2, Kd2: int 3"
4m99,749.9,512.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
2yc5,312,1771.5,LL,"Kd1: int 4, Kd2: int 1"
4my3,707,2026.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
1x1k,na,na,LL,
5hea,na,na,LL,
6b7l,348.7,856.2,LL,"Kd1: int 3, Kd2: int 1"
7jx4,na,na,LL,
5hec,346.7,1634.9,LL,"Kd1: int 4-5, Kd2: int 1"
3spt,2104.4,467.1,LL,"Kd1: int 1, Kd2: int 3"
4s36,na,na,LL,
6j06,na,na,LL,
1gug,na,na,LL,
1k6f,na,na,LL,
3ah6,na,na,LL,
4bro,410.3,1465.3,LL,"Kd1: int 3-4, Kd2: int 1"
1dp8,381.1,653.1,LL,"Kd1: int 3, Kd2: int 1"
6s3u,na,na,LL,
5ixw,652.3,535.6,LL,"Kd1: int 3-4, Kd2: int 6"
2p7p,na,na,LL,
4lwd,na,na,LL,
3vm6,687.5,1986,LL,"Kd1: int 3-5, Kd2: int 1-2"
4uxx,na,na,LL,
3d8f,na,na,LL,
3ncp,1130.2,319.1,LL,"Kd1: int 2-3, Kd2: int 6"
1ahn,na,na,LL,
4jae,436.8,6086.4,LL,"Kd1: int 5-6, Kd2: int 1"
7kko,na,na,LL,
1z0e,na,na,LL,
3hn6,930.8,466,LL,"Kd1: int 1-6, Kd2: int 7-9"
3ai6,na,na,LL,
4dls,na,na,LL,
4dly,na,na,LL,
2g24,na,na,LL,
4grp,na,na,LL,
4cev,na,na,LL,
3own,na,na,LL,
3a7k,na,na,LL,
5zxa,701.5,313.5,LL,"Kd1: int 1, Kd2: int 2"
3lx2,na,na,LL,
7n6s,na,na,LL,
3bgs,1197.6,335.4,LL,"Kd1: int 1, Kd2: int 3"
2wvy,838,745.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
4dlv,na,na,LL,
2y6e,na,na,LL,
3hfn,na,na,LL,
2rgk,na,na,LL,
2h00,na,na,LL,
6q5r,na,na,LL,
3v4f,na,na,LL,
4rhi,1197.2,390.7,LL,"Kd1: int 1-2, Kd2: int 3"
2cuo,na,na,LL,
2aqr,na,na,LL,
1w3g,na,na,LL,
4g7e,4962.3,809,LL,"Kd1: int 1-2, Kd2: int 3"
1k12,624.9,385,LL,"Kd1: int 1, Kd2: int 2"
6cu2,na,na,LL,
1r31,na,na,LL,
5tka,na,na,LL,
4rs6,na,na,LL,
3qjk,na,na,LL,
5o3k,na,na,LL,
1x1s,230.3,511.7,LL,"Kd1: int 4, Kd2: int 1"
3rry,na,na,LL,
3d37,na,na,LL,
1lsw,366.7,517.6,LL,"Kd1: int 3, Kd2: int 2"
4kue,540.1,1811.9,LL,"Kd1: int 5-6, Kd2: int 2"
1x0i,528.2,388,LL,"Kd1: int 1, Kd2: int 3"
3az9,na,na,LL,
1dm5,598.3,994.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
3sgr,na,na,LL,
6zbo,427.4,804.9,LL,"Kd1: int 6-11, Kd2: int 1-3"
2g21,635.6,770.4,LL,"Kd1: int 2-3, Kd2: int 1"
5eoh,489.5,634.8,LL,"Kd1: int 4, Kd2: int 1"
6fue,na,na,LL,
2p7m,na,na,LL,
2was,514.7,314.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
6rhq,na,na,LL,
5wde,na,na,LL,
4uyf,na,na,LL,
5foo,439.2,703.2,LL,"Kd1: int 4-7,9-10, Kd2: int 1-3"
1t72,na,na,LL,
1o59,559.2,1321.1,LL,"Kd1: int 2, Kd2: int 1"
2bks,591.3,762.6,LL,"Kd1: int 2,4, Kd2: int 1"
6jbc,na,na,LL,
3a0m,na,na,LL,
4kug,541.1,1814.5,LL,"Kd1: int 5-6, Kd2: int 1"
2xf7,na,na,LL,
1zw6,na,na,LL,
3vyd,629.9,746.4,LL,"Kd1: int 2-3, Kd2: int 1"
2bhv,na,na,LL,
6rh9,na,na,LL,
3prj,na,na,LL,
3x3u,na,na,LL,
5b6i,1525.1,573.9,LL,"Kd1: int 1-2, Kd2: int 3"
6pe3,841.4,551.2,LL,"Kd1: int 2, Kd2: int 3"
5u5b,na,na,LL,
3s2c,667.7,651.8,LL,"Kd1: int 2,7-11, Kd2: int 13,17-18"
1slq,na,na,LL,
3pei,na,na,LL,
5tiq,na,na,LL,
3l8m,na,na,LL,
5xge,457.3,3642.4,LL,"Kd1: int 5, Kd2: int 1"
4fg9,na,na,LL,
2z5w,994.9,148.8,LL,"Kd1: int 1, Kd2: int 3"
2g20,na,na,LL,
5a3u,na,na,LL,
6dz3,na,na,LL,
4pnj,na,na,LL,
6y23,na,na,LL,
4m9c,884.2,591.6,LL,"Kd1: int 1-6, Kd2: int 9-11"
7op2,na,na,LL,
6fdj,na,na,LL,
3d98,1054,429.3,LL,"Kd1: int 1, Kd2: int 2"
3p16,na,na,LL,This is a cool rings structure! 
5cum,na,na,LL,
3px1,na,na,LL,
4r86,na,na,LL,
2y6n,na,na,LL,
2e2l,458.4,4306.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
3a19,na,na,LL,
1x1o,na,na,LL,
2d3f,na,na,LL,
3d8v,2100.5,428.4,LL,"Kd1: int 1, Kd2: int 3"
4p7m,na,na,LL,
3i47,2082.9,381.5,LL,"Kd1: int 1, Kd2: int 3"
4njn,777.2,329.6,LL,"Kd1: int 2, Kd2: int 3"
6zij,na,na,LL,
3rs4,na,na,LL,
2y5m,na,na,LL,
3azb,na,na,LL,
2gs4,na,na,LL,
4ccf,na,na,LL,
5v4d,na,na,LL,
3p5m,1395.4,401,LL,"Kd1: int 1-6, Kd2: int 9-11"
6fpj,na,na,LL,
2zfh,na,na,LL,
7dws,215.2,495.6,LL,"Kd1: int 4-6, Kd2: int 1-2"
3d8e,na,na,LL,
2yek,na,na,LL,
7bru,na,na,LL,
6icl,1106.5,465.8,LL,"Kd1: int 1, Kd2: int 2"
3oiw,na,na,LL,
6s0o,na,na,LL,
3a1h,na,na,LL,
6iwq,na,na,LL,
4dej,na,na,LL,
3pqh,na,na,LL,
3l21,na,na,LL,
2zoa,252,2623.2,LL,"Kd1: int 4-5, Kd2: int 1"
3a0a,na,na,LL,
4iwm,620.3,1189.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
4a8p,na,na,LL,
4ddq,na,na,LL,
2q8n,311.7,5827.5,LL,"Kd1: int 6-8, Kd2: int 1-2"
3ct4,na,na,LL,
4lpw,na,na,LL,
3eue,na,na,LL,
4qs4,na,na,LL,
3htj,na,na,LL,
1bl3,na,na,LL,
2jhu,na,na,LL,
6e6i,na,na,LL,
2vxh,na,na,LL,
5g36,854.4,419.6,LL,"Kd1: int 2, Kd2: int 3"
1vhc,648.6,378.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
5ax6,na,na,LL,
1wp9,na,na,LL,
3rdr,466.4,413.2,LL,"Kd1: int 1, Kd2: int 2"
3rno,378.3,812.3,LL,"Kd1: int 4, Kd2: int 2"
5xzq,na,na,LL,
5mkm,na,na,LL,
1v02,na,na,LL,
3n2z,na,na,LL,
3u29,na,na,LL,
2d3h,na,na,LL,
2dv6,na,na,LL,
4p0m,550.8,844.4,LL,"Kd1: int 2, Kd2: int 1"
2o66,1245.7,377.8,LL,"Kd1: int 1-3, Kd2: int 5-6"
5lmz,1458.8,546.2,LL,"Kd1: int 1-2, Kd2: int 3"
1qgo,431.7,646.2,LL,"Kd1: int 3, Kd2: int 2"
4hjw,na,na,LL,
2yk3,314.6,366.4,LL,"Kd1: int 6-8, Kd2: int 4-5"
5iy0,na,na,LL,
4n2x,359.8,1822.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
3adm,na,na,LL,
4r1n,542.3,1837.7,LL,"Kd1: int 4-5, Kd2: int 1"
4jjf,316.9,3687.1,LL,"Kd1: int 5-6, Kd2: int 1"
1lf0,na,na,LL,
4b3l,439.4,705.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
3uk2,na,na,LL,
5hxl,292.8,1684.7,LL,"Kd1: int 3, Kd2: int 1"
5cbo,451.7,479.4,LL,"Kd1: int 9, 12-15,17, Kd2: int 2,4-5"
2r7k,na,na,LL,
2hh5,445.8,710.5,LL,"Kd1: int 3-4, Kd2: int 1"
5i2s,na,na,LL,
4p7s,na,na,LL,
1osc,1144.6,177.5,LL,"Kd1: int 1-6, Kd2: int 10-12"
2rd6,na,na,LL,
3rs2,na,na,LL,
6h9d,na,na,LL,
4nal,207.8,1599.4,LL,"Kd1: int 5, Kd2: int 1"
5wdm,na,na,LL,
6md3,na,na,LL,
3s1i,na,na,LL,
1rer,na,na,LL,
6wkj,na,na,LL,
4g2s,na,na,LL,
3nd0,na,na,LL,
2rsl,na,na,LL,
2pee,na,na,LL,
1lsx,345.5,535,LL,"Kd1: int 3, Kd2: int 2"
2p6v,590.3,240.2,LL,"Kd1: int 1, Kd2: int 3"
3zhd,417.3,454.1,LL,"Kd1: int 3-4, Kd2: int 2"
6rx7,na,na,LL,
4c22,2135.2,1809.3,LL,"Kd1: int 1-2, Kd2: int 3"
6f75,na,na,LL,
1xxa,547,412.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
6cgz,na,na,LL,
6o1z,na,na,LL,
4zdr,na,na,LL,
3rs3,na,na,LL,
2j6j,na,na,LL,PDBePISA could not find
6pnz,1080,427.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
3w0e,na,na,LL,
4ke2,na,na,LL,
2xmv,na,na,LL,
1z74,420.9,1735.2,LL,"Kd1: int 2, Kd2: int 1"
3q17,na,na,LL,
7lz2,na,na,LL,
3ro7,342,801.9,LL,"Kd1: int 3, Kd2: int 2"
4yc1,na,na,LL,
2i39,na,na,LL,
6s4u,na,na,LL,
3air,477.1,960.4,LL,"Kd1: int 4, Kd2: int 1"
4g6b,450.6,6181.4,LL,"Kd1: int 3-4, Kd2: int 1"
1k3p,na,na,LL,PDBePISA could not find
6ckl,na,na,LL,
1b4s,736.8,693.3,LL,"Kd1: int 1-3, Kd2: int 4-5"
4rc1,na,na,LL,
6gn6,529,1603.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
2g26,572.1,765.9,LL,"Kd1: int 2,4, Kd2: int 1"
4z0m,na,na,LL,
2c7f,741.6,754.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
2vrq,na,na,LL,
5mrn,265,1416.5,LL,"Kd1: int 4, Kd2: int 1"
4o4r,497.4,305.2,LL,"Kd1: int 3-5, Kd2: int 10-11"
6p3l,na,na,LL,
3sxo,791.4,1915.5,LL,"Kd1: int 2-3, Kd2: int 1"
4fvs,na,na,LL,
6acq,565.2,1748.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
3gac,na,na,LL,
5b7b,na,na,LL,
3iwa,335.3,1664.5,LL,"Kd1: int 3, Kd2: int 1"
6f6q,na,na,LL,
6x3c,na,na,LL,
5bp7,na,na,LL,
1z01,2082.2,566,LL,"Kd1: int 1-6, Kd2: int 7-9"
2c8n,na,na,LL,
1z03,2036.8,580,LL,"Kd1: int 1-6, Kd2: int 7-9"
5a6c,769.3,341.2,LL,"Kd1: int 1-2, Kd2: int 4"
3b0s,na,na,LL,
3ciq,na,na,LL,
2w8c,350.9,220.4,LL,"Kd1: int 1-2, Kd2: int 3"
2vf3,na,na,LL,
5fya,na,na,LL,
5t2p,na,na,LL,
3ubb,803.5,314.1,LL,"Kd1: int 2, Kd2: int 4"
6um8,na,na,LL,
3qbi,na,na,LL,
3dj1,648.9,398.4,LL,"Kd1: int 1-2, Kd2: int 3"
6g32,na,na,LL,
2rgw,na,na,LL,
2r7l,na,na,LL,
1lsv,372.6,544.6,LL,"Kd1: int 2, Kd2: int 3"
6jke,na,na,LL,
5etz,na,na,LL,
2r7n,na,na,LL,
5nyr,na,na,LL,
5a06,na,na,LL,
3od9,na,na,LL,
4ihb,439.6,618.4,LL,"Kd1: int 5-6,8, Kd2: int 3-4"
2cmn,377.9,531.9,LL,"Kd1: int 3, Kd2: int 2"
7jx5,na,na,LL,
3uia,na,na,LL,
6fia,na,na,LL,
6vcg,na,na,LL,
5wmf,na,na,LL,
6yvb,1071.2,796.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
3gd5,801.2,384,LL,"Kd1: int 1-6, Kd2: int 7-9"
3vcz,na,na,LL,
1u3c,na,na,LL,
5xop,na,na,LL,
6zrw,na,na,LL,
1rn8,2073.5,343.6,LL,"Kd1: int 1, Kd2: int 3"
2g2q,105,2115.3,LL,"Kd1: int 9-11, Kd2: int 1-2"
6ae9,na,na,LL,
2icg,347.9,737.6,LL,"Kd1: int 3, Kd2: int 1"
5lkq,na,na,LL,
3lyv,na,na,LL,
4rus,na,na,LL,
2w88,349.6,214.3,LL,"Kd1: int 1-3, Kd2: int 5-6"
1zpt,na,na,LL,
2wat,589.9,306.7,LL,"Kd1: int 1-6, Kd2: int 13-15"
2zqq,1711.1,204.3,LL,"Kd1: int 1-6, Kd2: int 10-12"
2fd7,338.3,100.3,LL,"Kd1: int 1, Kd2: int 3"
2f4n,978.7,282.3,LL,"Kd1: int 1-3, Kd2: int 5-6"
3qbk,na,na,LL,
1kyc,na,na,LL,
1lw1,na,na,LL,
1t6a,na,na,LL,
5vr8,na,na,LL,
6wmg,1167.7,360,LL,"Kd1: int 1, Kd2: int 3"
1db3,na,na,LL,
1zp4,526.5,1740.6,LL,"Kd1: int 4-5,15, Kd2: int 1-2"
3tf8,666.1,499.6,LL,"Kd1: int 2-3, Kd2: int 6"
5vn5,na,na,LL,
6lxt,na,na,LL,
2gn2,157.5,880.8,LL,"Kd1: int 6, Kd2: int 1"
3h35,na,na,LL,
5wyd,na,na,LL,
6pub,na,na,LL,
6ch0,na,na,LL,
5tmk,na,na,LL,
6a68,na,na,LL,
1bi4,na,na,LL,
3tyj,1007.2,178.8,LL,"Kd1: int 1, Kd2: int 3"
2r2d,na,na,LL,
4pof,na,na,LL,
2v10,606.5,665.3,LL,"Kd1: int 2,5, Kd2: int 1"
6n3j,na,na,LL,
4g5h,na,na,LL,
6czm,na,na,LL,
4lpt,na,na,LL,
4k1c,1436.2,490.2,LL,"Kd1: int 1-2, Kd2: int 3"
5mqo,460.9,3191.9,LL,"Kd1: int 3, Kd2: int 1"
5onu,na,na,LL,
1f8y,559,1526.8,LL,"Kd1: int 2-3, Kd2: it 1"
1ovl,na,na,LL,
4l02,na,na,LL,
4a9n,na,na,LL,
4gv5,na,na,LL,
1j30,na,na,LL,
1nxe,449,6146.9,LL,"Kd2: int 2-3, Kd2: int 1"
3qbl,na,na,LL,
5ahz,903.2,405.9,LL,"Kd1: int 2, Kd2: int 3"
2xpd,na,na,LL,
6whp,na,na,LL,
1naq,1018.7,327.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
1xxb,546.6,393.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
1u3d,na,na,LL,
6fxa,na,na,LL,
4iam,na,na,LL,
2pnk,na,na,LL,
4a9i,na,na,LL,
7c51,450.3,696,LL,"Kd1: int 4, Kd2: int 2"
4alh,na,na,LL,
3cr8,na,na,LL,
6xne,na,na,LL,
6pqc,na,na,LL,
1tfa,na,na,LL,
4akn,na,na,LL,
5te3,na,na,LL,
6cg3,na,na,LL,
1uvz,na,na,LL,
3abw,na,na,LL,
1gtq,816.8,739,LL,"Kd1: int 1-2, Kd2: int 3"
7jxs,na,na,LL,
1w89,na,na,LL,
5eo4,na,na,LL,
1r7i,na,na,LL,
3dji,na,na,LL,
2p7l,na,na,LL,
6mo8,na,na,LL,
1ut1,669.5,470.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
4zbp,na,na,LL,
3wu3,na,na,LL,
3.00E+99,766.4,284.8,LL,"Kd1: int 1, Kd2: int 2"
2fo3,339.7,192.9,LL,"Kd1: int 2, Kd2: int 4"
5t96,na,na,LL,
1v1a,na,na,LL,
1e2a,na,na,LL,
2vrk,na,na,LL,
1gxt,na,na,LL,
4h2f,321.1,1656.8,LL,"Kd1: int 3, Kd2: int 1"
3pfi,na,na,LL,
1x7v,na,na,LL,
1l1j,na,na,LL,
3qnd,na,na,LL,
6bu0,na,na,LL,
1nkq,na,na,LL,
5h1o,na,na,LL,
1w99,874.5,398.9,LL,"Kd1: int 2, Kd2: it 3"
3fww,2047.8,323.7,LL,"Kd1: int 1, Kd2: int 3"
6cg5,na,na,LL,
4g4f,656.3,194.2,LL,"Kd1: int 1, Kd2: int 4"
6hf6,na,na,LL,
6sjy,na,na,LL,
6kd7,402.9,1779.9,LL,"Kd1: int 2, Kd2: int 1"
5wa3,na,na,LL,
5czj,793.4,1048.4,LL,"Kd1: int 2-3, Kd2: int 1"
5mai,719.2,285.7,LL,"Kd1: int 1, Kd2: int 6"
6p77,na,na,LL,
6xnm,na,na,LL,
3hnp,na,na,LL,
6sbt,364.4,1165.7,LL,"Kd1: int 4, Kd2: int 4"
6wki,na,na,LL,
2r84,2039.2,317.3,LL,"Kd1: int 1-2, Kd2: int 4"
4iwg,632.8,1202.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
3a2g,na,na,LL,
1gxu,na,na,LL,
4jqs,1215.3,790.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
5w87,na,na,LL,
7std,na,na,LL,
1k47,672.7,1223.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
1dp6,349.5,533.4,LL,"Kd1: int 2, Kd2: int 3"
3r0p,na,na,LL,
3ha0,na,na,LL,
4f55,546.8,511.8,LL,"Kd1: int 1, Kd2: int 2"
3g8h,309.9,814.8,LL,"Kd1: int 3, Kd2: int 1"
3enq,na,na,LL,
7m8i,na,na,LL,PDBePISA could not find
1f7t,na,na,LL,
